event_id,event_ts,device_id,site_id,temperature_c,battery_pct,signal_strength,alert_flag,alert_type,site_id_device,device_type,status,site_name,city,region,event_date,event_hour
E000538,2026-05-09 12:49:07,D0058,S011,15.6,,-78.0,1,battery_low,S011,camera,active,Facility 11,Seattle,North,2026-05-09,2026-05-09 12:00:00
E007180,2026-05-03 01:42:03,D0128,S004,16.2,67.3,-50.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-03,2026-05-03 01:00:00
E004217,2026-05-07 10:49:04,D0080,S012,18.9,,-63.0,1,motion_detected,S012,camera,active,Facility 12,Miami,East,2026-05-07,2026-05-07 10:00:00
E014081,2026-05-05 23:31:08,D0003,S003,20.1,59.6,-76.0,1,motion_detected,S003,gateway,active,Facility 3,Portland,West,2026-05-05,2026-05-05 23:00:00
E005421,2026-05-07 22:28:07,D0124,S010,26.1,98.9,-36.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 22:00:00
E007525,2026-05-04 17:58:00,D0022,S004,19.1,4.5,-42.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-04,2026-05-04 17:00:00
E006273,2026-05-06 06:03:52,D0027,S014,25.7,48.9,-88.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 06:00:00
E001551,2026-05-06 03:36:05,D0005,S010,20.5,95.1,-73.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-06,2026-05-06 03:00:00
E008290,2026-05-07 06:33:00,D0034,S011,27.0,14.9,-77.0,0,,S011,temperature_sensor,active,Facility 11,Seattle,North,2026-05-07,2026-05-07 06:00:00
E002838,2026-05-07 14:24:01,D0175,S010,31.2,17.4,-81.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 14:00:00
E003655,2026-05-08 23:29:12,D0059,S010,17.9,94.6,-56.0,1,motion_detected,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-08,2026-05-08 23:00:00
E008524,2026-05-03 23:25:17,D0054,S002,20.7,56.3,-45.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 23:00:00
E008487,2026-05-04 23:07:30,D0064,S004,14.9,36.8,-37.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-04,2026-05-04 23:00:00
E012946,2026-05-03 04:26:00,D0155,S009,29.7,51.8,-68.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 04:00:00
E014633,2026-05-05 12:25:49,D0117,S008,13.2,86.3,-39.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-05,2026-05-05 12:00:00
E007135,2026-05-06 18:26:18,D0104,S005,28.8,13.7,-72.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-06,2026-05-06 18:00:00
E012425,2026-05-06 16:57:40,D0002,S004,16.9,52.3,-94.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 16:00:00
E001083,2026-05-06 12:29:15,D0139,S003,19.2,14.6,-87.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-06,2026-05-06 12:00:00
E000220,2026-05-03 15:24:04,D0105,S014,19.6,,-57.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-03,2026-05-03 15:00:00
E001242,2026-05-06 11:33:26,D0064,S004,21.0,44.9,-94.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 11:00:00
E012333,2026-05-02 18:51:55,D0107,S012,26.1,16.8,,0,,S012,motion_sensor,active,Facility 12,Miami,East,2026-05-02,2026-05-02 18:00:00
E004547,2026-05-03 14:38:27,D0172,S007,20.6,,-42.0,0,,S007,gateway,maintenance,Facility 7,Denver,North,2026-05-03,2026-05-03 14:00:00
E006133,2026-05-07 02:36:46,D0018,S013,13.1,22.7,-92.0,0,,S013,gateway,maintenance,Facility 13,Miami,South,2026-05-07,2026-05-07 02:00:00
E010509,2026-05-05 18:33:42,D0133,S012,20.5,69.2,-61.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-05,2026-05-05 18:00:00
E004531,2026-05-05 03:21:28,D0098,S011,24.7,39.5,-85.0,0,,S011,camera,active,Facility 11,Seattle,North,2026-05-05,2026-05-05 03:00:00
E005570,2026-05-09 00:55:46,D0104,S005,20.5,28.4,-70.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-09,2026-05-09 00:00:00
E006876,2026-05-07 21:12:57,D0102,S009,25.8,30.5,-80.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 21:00:00
E001253,2026-05-08 07:22:10,D0021,S014,15.5,30.6,-73.0,1,battery_low,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 07:00:00
E012555,2026-05-05 16:12:08,D0134,S014,24.8,63.3,-87.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-05,2026-05-05 16:00:00
E013033,2026-05-08 15:05:04,D0007,S007,13.6,25.8,-86.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-08,2026-05-08 15:00:00
E005560,2026-05-08 03:00:35,D0149,S010,14.6,4.3,-36.0,0,,S010,gateway,maintenance,Facility 10,Portland,West,2026-05-08,2026-05-08 03:00:00
E002248,2026-05-06 21:26:25,D0164,S006,25.6,34.7,-85.0,1,offline,S006,gateway,active,Facility 6,Boston,East,2026-05-06,2026-05-06 21:00:00
E012365,2026-05-03 19:44:33,D0171,S004,15.4,90.4,-71.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-03,2026-05-03 19:00:00
E010521,2026-05-06 04:58:06,D0115,S008,14.9,,-94.0,0,,S008,gateway,inactive,Facility 8,Denver,East,2026-05-06,2026-05-06 04:00:00
E011112,2026-05-07 08:05:44,D0131,S007,16.9,95.3,-39.0,0,,S007,motion_sensor,active,Facility 7,Denver,North,2026-05-07,2026-05-07 08:00:00
E003809,2026-05-04 17:10:57,D0133,S012,17.2,30.0,-45.0,1,battery_low,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-04,2026-05-04 17:00:00
E005932,2026-05-03 09:22:16,D0039,S013,24.8,66.9,-66.0,0,,S013,temperature_sensor,active,Facility 13,Miami,South,2026-05-03,2026-05-03 09:00:00
E010080,2026-05-03 12:21:27,D0077,S005,22.0,1.4,-79.0,1,motion_detected,S005,gateway,active,Facility 5,Boston,North,2026-05-03,2026-05-03 12:00:00
E001453,2026-05-06 10:43:46,D0078,S001,15.2,13.0,-46.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-06,2026-05-06 10:00:00
E011694,2026-05-08 07:50:54,D0096,S014,30.8,58.2,-65.0,1,offline,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 07:00:00
E011121,2026-05-07 17:10:22,D0064,S004,20.3,75.4,-47.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-07,2026-05-07 17:00:00
E012460,2026-05-03 20:28:14,D0151,S002,18.4,,-82.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 20:00:00
E013628,2026-05-04 04:57:08,D0125,S001,29.0,18.9,-48.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 04:00:00
E010601,2026-05-05 09:46:37,D0133,S012,22.6,33.6,-86.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-05,2026-05-05 09:00:00
E008710,2026-05-05 13:30:42,D0171,S004,20.1,20.7,-83.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-05,2026-05-05 13:00:00
E005824,2026-05-07 00:40:52,D0011,S001,15.5,10.5,-44.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 00:00:00
E000406,2026-05-08 08:54:40,D0085,S006,25.0,,-67.0,1,offline,S006,gateway,active,Facility 6,Boston,East,2026-05-08,2026-05-08 08:00:00
E001567,2026-05-03 00:38:14,D0002,S004,20.2,,-88.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-03,2026-05-03 00:00:00
E003059,2026-05-06 18:33:57,D0133,S012,20.9,,-59.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-06,2026-05-06 18:00:00
E001046,2026-05-09 11:01:42,D0159,S001,27.5,86.4,-55.0,0,,S001,gateway,maintenance,Facility 1,Seattle,North,2026-05-09,2026-05-09 11:00:00
E006737,2026-05-09 07:16:06,D0134,S014,20.5,6.4,-89.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-09,2026-05-09 07:00:00
E014004,2026-05-06 19:36:07,D0112,S013,12.6,0.0,-42.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-06,2026-05-06 19:00:00
E010522,2026-05-06 04:16:27,D0007,S007,27.0,58.2,-46.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-06,2026-05-06 04:00:00
E009919,2026-05-06 15:07:48,D0014,S009,27.3,27.7,-46.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-06,2026-05-06 15:00:00
E007804,2026-05-08 05:56:56,D0037,S007,25.5,31.3,-36.0,0,,S007,camera,active,Facility 7,Denver,North,2026-05-08,2026-05-08 05:00:00
E005934,2026-05-04 06:51:54,D0047,S013,27.1,4.0,-35.0,0,,S013,camera,inactive,Facility 13,Miami,South,2026-05-04,2026-05-04 06:00:00
E007024,2026-05-04 10:58:32,D0088,S011,14.3,58.3,-66.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-04,2026-05-04 10:00:00
E002926,2026-05-03 10:54:35,D0066,S008,22.8,,,0,,S008,motion_sensor,inactive,Facility 8,Denver,East,2026-05-03,2026-05-03 10:00:00
E014857,2026-05-05 10:41:11,D0031,S002,19.9,75.1,-40.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-05,2026-05-05 10:00:00
E008507,2026-05-04 16:01:14,D0006,S009,21.6,54.1,-74.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-04,2026-05-04 16:00:00
E011148,2026-05-02 23:36:18,D0057,S014,26.9,30.8,-72.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-02,2026-05-02 23:00:00
E004784,2026-05-09 05:11:17,D0067,S006,27.7,97.6,-46.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-09,2026-05-09 05:00:00
E009558,2026-05-04 20:26:33,D0055,S005,22.0,83.9,-45.0,0,,S005,motion_sensor,active,Facility 5,Boston,North,2026-05-04,2026-05-04 20:00:00
E006541,2026-05-05 01:44:03,D0054,S002,25.8,72.5,-59.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-05,2026-05-05 01:00:00
E013122,2026-05-09 08:15:48,D0006,S009,27.8,51.3,,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-09,2026-05-09 08:00:00
E012855,2026-05-03 17:16:33,D0014,S009,28.7,11.7,-67.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 17:00:00
E013535,2026-05-07 10:31:21,D0109,S007,19.9,18.5,-63.0,0,,S007,motion_sensor,inactive,Facility 7,Denver,North,2026-05-07,2026-05-07 10:00:00
E011453,2026-05-09 02:18:51,D0132,S003,30.1,39.9,-44.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-09,2026-05-09 02:00:00
E001400,2026-05-03 17:42:49,D0055,S005,19.3,7.3,-46.0,0,,S005,motion_sensor,active,Facility 5,Boston,North,2026-05-03,2026-05-03 17:00:00
E004553,2026-05-08 03:59:18,D0049,S001,25.5,59.8,-71.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 03:00:00
E010068,2026-05-08 12:45:22,D0066,S008,24.3,79.5,-61.0,0,,S008,motion_sensor,inactive,Facility 8,Denver,East,2026-05-08,2026-05-08 12:00:00
E001058,2026-05-03 07:28:00,D0069,S007,20.4,61.6,-93.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-03,2026-05-03 07:00:00
E006309,2026-05-05 10:36:19,D0112,S013,22.8,2.9,-70.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-05,2026-05-05 10:00:00
E011670,2026-05-08 17:07:12,D0102,S009,16.8,64.4,-48.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 17:00:00
E003472,2026-05-05 21:00:45,D0155,S009,29.7,67.6,-77.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-05,2026-05-05 21:00:00
E003174,2026-05-05 05:18:06,D0053,S013,19.7,7.0,-35.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-05,2026-05-05 05:00:00
E000116,2026-05-08 00:31:50,D0036,S009,25.4,70.5,-55.0,0,,S009,gateway,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 00:00:00
E014928,2026-05-02 16:40:11,D0008,S009,27.8,77.1,-83.0,0,,S009,gateway,active,Facility 9,Seattle,East,2026-05-02,2026-05-02 16:00:00
E004885,2026-05-08 19:43:39,D0002,S004,14.8,22.7,-50.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-08,2026-05-08 19:00:00
E002769,2026-05-03 15:52:58,D0104,S005,21.0,44.1,-65.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-03,2026-05-03 15:00:00
E003484,2026-05-05 22:13:00,D0019,S012,27.8,39.0,-76.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-05,2026-05-05 22:00:00
E012993,2026-05-05 09:48:33,D0047,S013,29.2,42.7,-70.0,0,,S013,camera,inactive,Facility 13,Miami,South,2026-05-05,2026-05-05 09:00:00
E011214,2026-05-05 11:49:53,D0132,S003,15.3,67.3,-91.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 11:00:00
E001267,2026-05-04 11:42:35,D0153,S011,22.4,18.7,-67.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-04,2026-05-04 11:00:00
E002401,2026-05-08 19:31:35,D0133,S012,18.1,28.0,,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-08,2026-05-08 19:00:00
E012834,2026-05-05 02:21:03,D0139,S003,16.0,56.3,-40.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 02:00:00
E008316,2026-05-07 11:31:11,D0015,S003,12.2,47.2,-73.0,0,,S003,camera,inactive,Facility 3,Portland,West,2026-05-07,2026-05-07 11:00:00
E007832,2026-05-04 10:18:12,D0112,S013,12.9,66.7,-71.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-04,2026-05-04 10:00:00
E005759,2026-05-06 07:41:08,D0012,S012,20.4,17.9,-63.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-06,2026-05-06 07:00:00
E009554,2026-05-04 08:37:00,D0089,S011,19.8,63.7,,0,,S011,camera,inactive,Facility 11,Seattle,North,2026-05-04,2026-05-04 08:00:00
E014858,2026-05-05 14:24:24,D0015,S003,28.4,81.0,,0,,S003,camera,inactive,Facility 3,Portland,West,2026-05-05,2026-05-05 14:00:00
E007116,2026-05-04 13:09:45,D0024,S001,17.4,43.6,-42.0,0,,S001,gateway,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 13:00:00
E002830,2026-05-08 02:39:47,D0143,S001,20.1,33.1,-58.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-08,2026-05-08 02:00:00
E007015,2026-05-04 08:04:49,D0078,S001,25.2,78.7,,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 08:00:00
E009272,2026-05-03 21:53:42,D0175,S010,22.6,45.9,-40.0,1,offline,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-03,2026-05-03 21:00:00
E001066,2026-05-03 21:46:01,D0108,S002,27.7,99.5,-48.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 21:00:00
E002857,2026-05-06 02:33:48,D0143,S001,23.0,13.3,-47.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-06,2026-05-06 02:00:00
E004572,2026-05-06 11:38:59,D0148,S010,23.4,,-59.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-06,2026-05-06 11:00:00
E003755,2026-05-06 14:27:12,D0131,S007,21.0,,-40.0,0,,S007,motion_sensor,active,Facility 7,Denver,North,2026-05-06,2026-05-06 14:00:00
E014475,2026-05-02 23:36:55,D0091,S005,26.6,96.8,-64.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-02,2026-05-02 23:00:00
E002424,2026-05-09 12:42:10,D0058,S011,15.1,39.8,-68.0,0,,S011,camera,active,Facility 11,Seattle,North,2026-05-09,2026-05-09 12:00:00
E008488,2026-05-04 01:18:46,D0128,S004,25.7,24.8,-44.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-04,2026-05-04 01:00:00
E012437,2026-05-07 13:52:09,D0006,S009,21.8,16.6,-44.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 13:00:00
E004063,2026-05-08 05:18:21,D0034,S011,21.1,22.7,-93.0,0,,S011,temperature_sensor,active,Facility 11,Seattle,North,2026-05-08,2026-05-08 05:00:00
E003964,2026-05-05 19:18:46,D0155,S009,15.0,,-88.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-05,2026-05-05 19:00:00
E011764,2026-05-04 21:35:10,D0157,S003,21.5,,-42.0,0,,S003,motion_sensor,inactive,Facility 3,Portland,West,2026-05-04,2026-05-04 21:00:00
E009027,2026-05-05 08:24:02,D0067,S006,26.9,64.9,-38.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-05,2026-05-05 08:00:00
E010178,2026-05-04 21:50:13,D0055,S005,24.6,4.3,-45.0,0,,S005,motion_sensor,active,Facility 5,Boston,North,2026-05-04,2026-05-04 21:00:00
E013239,2026-05-04 07:13:41,D0004,S012,20.9,28.4,-72.0,1,battery_low,S012,camera,active,Facility 12,Miami,East,2026-05-04,2026-05-04 07:00:00
E011816,2026-05-06 03:55:49,D0057,S014,27.5,92.5,-35.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 03:00:00
E001665,2026-05-08 23:51:06,D0144,S007,20.5,40.7,-40.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-08,2026-05-08 23:00:00
E012195,2026-05-08 15:33:52,D0165,S009,27.5,60.3,,1,temp_high,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 15:00:00
E007683,2026-05-09 00:19:50,D0140,S012,22.9,50.7,-80.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-09,2026-05-09 00:00:00
E004174,2026-05-03 21:10:37,D0042,S004,20.9,49.2,-41.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-03,2026-05-03 21:00:00
E009990,2026-05-09 13:11:09,D0079,S001,25.0,69.1,-85.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-09,2026-05-09 13:00:00
E009442,2026-05-05 13:20:28,D0002,S004,19.6,36.5,-83.0,1,offline,S004,gateway,inactive,Facility 4,Denver,West,2026-05-05,2026-05-05 13:00:00
E014865,2026-05-04 19:06:50,D0038,S002,16.6,44.7,-75.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-04,2026-05-04 19:00:00
E004768,2026-05-05 15:52:45,D0081,S002,21.1,57.0,-76.0,0,,S002,gateway,active,Facility 2,Denver,North,2026-05-05,2026-05-05 15:00:00
E006755,2026-05-03 16:32:55,D0158,S006,14.0,65.0,-43.0,0,,S006,motion_sensor,maintenance,Facility 6,Boston,East,2026-05-03,2026-05-03 16:00:00
E001807,2026-05-03 17:20:44,D0054,S002,20.9,48.9,-64.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 17:00:00
E011077,2026-05-08 03:38:51,D0125,S001,19.3,57.9,-80.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 03:00:00
E012813,2026-05-06 13:42:35,D0173,S009,28.4,94.5,,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-06,2026-05-06 13:00:00
E009824,2026-05-07 16:04:21,D0124,S010,29.4,16.8,-75.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 16:00:00
E010788,2026-05-04 19:52:21,D0104,S005,27.7,68.9,-85.0,1,temp_high,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-04,2026-05-04 19:00:00
E013834,2026-05-03 14:15:23,D0031,S002,28.1,91.6,-90.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-03,2026-05-03 14:00:00
E012752,2026-05-03 03:05:33,D0148,S010,27.7,47.7,-93.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-03,2026-05-03 03:00:00
E010059,2026-05-08 16:03:43,D0035,S001,26.6,23.9,-58.0,0,,S001,temperature_sensor,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 16:00:00
E004839,2026-05-07 12:57:01,D0160,S011,20.3,21.9,-72.0,0,,S011,temperature_sensor,active,Facility 11,Seattle,North,2026-05-07,2026-05-07 12:00:00
E013479,2026-05-04 05:57:43,D0112,S013,25.7,65.7,-48.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-04,2026-05-04 05:00:00
E014013,2026-05-04 21:14:51,D0061,S006,21.5,,-35.0,0,,S006,camera,active,Facility 6,Boston,East,2026-05-04,2026-05-04 21:00:00
E007209,2026-05-09 01:22:19,D0022,S004,16.1,96.0,-64.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-09,2026-05-09 01:00:00
E001569,2026-05-05 01:33:40,D0148,S010,24.3,29.4,-93.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 01:00:00
E009026,2026-05-08 11:58:54,D0025,S010,24.5,40.9,-68.0,1,offline,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-08,2026-05-08 11:00:00
E011405,2026-05-06 11:21:44,D0106,S004,18.9,48.3,-69.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 11:00:00
E006086,2026-05-05 05:59:12,D0156,S006,29.0,,-64.0,1,battery_low,S006,camera,inactive,Facility 6,Boston,East,2026-05-05,2026-05-05 05:00:00
E001924,2026-05-07 03:02:39,D0146,S014,12.2,80.4,-35.0,1,battery_low,S014,motion_sensor,maintenance,Facility 14,Seattle,East,2026-05-07,2026-05-07 03:00:00
E003557,2026-05-05 04:53:55,D0029,S003,24.2,86.8,-93.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 04:00:00
E013285,2026-05-07 20:01:30,D0025,S010,18.5,49.0,-62.0,1,temp_high,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 20:00:00
E001783,2026-05-09 07:01:52,D0010,S006,24.3,73.3,-36.0,0,,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-09,2026-05-09 07:00:00
E014424,2026-05-05 00:09:05,D0062,S008,29.0,56.2,-71.0,0,,S008,temperature_sensor,maintenance,Facility 8,Denver,East,2026-05-05,2026-05-05 00:00:00
E007110,2026-05-05 18:25:33,D0100,S001,18.0,22.6,-76.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-05,2026-05-05 18:00:00
E009972,2026-05-03 18:33:28,D0065,S009,17.0,60.6,,0,,S009,gateway,maintenance,Facility 9,Seattle,East,2026-05-03,2026-05-03 18:00:00
E011901,2026-05-09 12:49:18,D0035,S001,17.0,98.2,-71.0,0,,S001,temperature_sensor,active,Facility 1,Seattle,North,2026-05-09,2026-05-09 12:00:00
E001074,2026-05-09 08:13:17,D0101,S008,16.5,15.4,-63.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-09,2026-05-09 08:00:00
E005965,2026-05-06 12:36:32,D0002,S004,24.9,30.1,-91.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 12:00:00
E013498,2026-05-03 18:37:23,D0126,S012,26.6,63.7,-44.0,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-03,2026-05-03 18:00:00
E014212,2026-05-06 08:30:09,D0011,S001,28.2,8.2,-66.0,1,battery_low,S001,camera,active,Facility 1,Seattle,North,2026-05-06,2026-05-06 08:00:00
E003375,2026-05-03 14:41:57,D0087,S003,31.3,,,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-03,2026-05-03 14:00:00
E001395,2026-05-08 01:49:24,D0171,S004,24.9,30.8,-87.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-08,2026-05-08 01:00:00
E013527,2026-05-07 14:14:00,D0054,S002,25.0,45.8,-82.0,1,battery_low,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-07,2026-05-07 14:00:00
E011368,2026-05-06 02:29:19,D0146,S014,27.7,45.4,,0,,S014,motion_sensor,maintenance,Facility 14,Seattle,East,2026-05-06,2026-05-06 02:00:00
E009643,2026-05-05 11:17:27,D0031,S002,17.2,9.4,-45.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-05,2026-05-05 11:00:00
E011129,2026-05-07 17:31:39,D0062,S008,29.1,1.7,-64.0,0,,S008,temperature_sensor,maintenance,Facility 8,Denver,East,2026-05-07,2026-05-07 17:00:00
E010487,2026-05-03 20:37:35,D0041,S009,20.6,75.2,-93.0,0,,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 20:00:00
E008442,2026-05-04 05:51:27,D0001,S001,26.2,22.0,-69.0,1,offline,S001,gateway,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 05:00:00
E012508,2026-05-04 21:26:55,D0013,S003,20.6,10.6,-78.0,0,,S003,gateway,active,Facility 3,Portland,West,2026-05-04,2026-05-04 21:00:00
E013771,2026-05-06 04:40:40,D0109,S007,24.6,,-94.0,1,temp_high,S007,motion_sensor,inactive,Facility 7,Denver,North,2026-05-06,2026-05-06 04:00:00
E008375,2026-05-05 01:27:18,D0026,S003,26.4,60.7,-80.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 01:00:00
E003538,2026-05-05 18:17:29,D0174,S013,30.2,,-39.0,0,,S013,temperature_sensor,inactive,Facility 13,Miami,South,2026-05-05,2026-05-05 18:00:00
E005168,2026-05-07 12:05:05,D0124,S010,19.1,,-56.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 12:00:00
E006878,2026-05-07 08:07:25,D0157,S003,21.8,31.1,-62.0,0,,S003,motion_sensor,inactive,Facility 3,Portland,West,2026-05-07,2026-05-07 08:00:00
E014452,2026-05-06 06:04:41,D0060,S010,18.7,91.6,-36.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-06,2026-05-06 06:00:00
E011985,2026-05-08 08:25:50,D0167,S009,22.1,33.1,-62.0,0,,S009,gateway,inactive,Facility 9,Seattle,East,2026-05-08,2026-05-08 08:00:00
E001679,2026-05-05 06:37:27,D0109,S007,19.4,0.4,-59.0,0,,S007,motion_sensor,inactive,Facility 7,Denver,North,2026-05-05,2026-05-05 06:00:00
E010681,2026-05-04 23:31:47,D0109,S007,22.5,,-39.0,0,,S007,motion_sensor,inactive,Facility 7,Denver,North,2026-05-04,2026-05-04 23:00:00
E003463,2026-05-08 18:20:45,D0020,S001,29.9,81.2,-36.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 18:00:00
